intent_id,beam_id,annotation_id,raw_text,normalized_text,semantic_type,reinforcement_role,quantity_expression,quantity_value,quantity_status,quantity_source,diameter_expression,diameter_value_mm,spacing_expression,spacing_value_mm,spacing_values_mm,leg_expression,leg_count,unit,component_count,components_json,confidence,validation_status,validation_reasons,accepted,leader_id,ownership_id,source_handle,evidence_id,chain_semantic_type
QI::B122::ANN-0b62504e,B122,ANN-0b62504e,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::4660769E,,,,BarCallout
QI::B122::ANN-2c570d23,B122,ANN-2c570d23,4L-Y12@100C/C,4L-Y12@100C/C,STIRRUP,STIRRUP,4L-Y12@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y12,12.0,100,100.0,100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::4660769E,,,,StirrupNote
QI::B123::ANN-3f905849,B123,ANN-3f905849,2-Y25,2-Y25,LONGITUDINAL_BAR,UNKNOWN,2-Y25,2,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 2, 'd': 25.0, 'expr': '2-Y25'}]",0.9,PASS,,True,LDR::99B5E871,,,,BarCallout
QI::B123::ANN-6d809bfc,B123,ANN-6d809bfc,4L-Y10@100/125/100C/C,4L-Y10@100/125/100C/C,STIRRUP,STIRRUP,4L-Y10@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/125/100,,100|125|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::1965C7AC,,,,StirrupNote
QI::B123::ANN-8ae336be,B123,ANN-8ae336be,6-Y20,6-Y20,LONGITUDINAL_BAR,UNKNOWN,6-Y20,6,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 6, 'd': 20.0, 'expr': '6-Y20'}]",0.9,PASS,,True,LDR::1965C7AC,,,,BarCallout
QI::B126::ANN-9f081a15,B126,ANN-9f081a15,4L-Y10@100/150/100C/C,4L-Y10@100/150/100C/C,STIRRUP,STIRRUP,4L-Y10@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/150/100,,100|150|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B126::ANN-c442e075,B126,ANN-c442e075,5-Y25,5-Y25,LONGITUDINAL_BAR,UNKNOWN,5-Y25,5,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 5, 'd': 25.0, 'expr': '5-Y25'}]",0.9,PASS,,True,LDR::BC957243,,,,BarCallout
QI::B126::ANN-c5694aa8,B126,ANN-c5694aa8,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::6D136EAC,,,,BarCallout
QI::B128::ANN-5ffa56ad,B128,ANN-5ffa56ad,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::2933C8A8,,,,BarCallout
QI::B128::ANN-7ac07312,B128,ANN-7ac07312,5-Y25,5-Y25,LONGITUDINAL_BAR,UNKNOWN,5-Y25,5,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 5, 'd': 25.0, 'expr': '5-Y25'}]",0.9,PASS,,True,LDR::A69A4A2C,,,,BarCallout
QI::B128::ANN-7d45698a,B128,ANN-7d45698a,5L-Y12@100C/C,5L-Y12@100C/C,STIRRUP,STIRRUP,5L-Y12@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y12,12.0,100,100.0,100,5L,5,SPACING_MM,0,[],0.99,PASS,,True,LDR::A69A4A2C,,,,StirrupNote
QI::B128::ANN-d1229b68,B128,ANN-d1229b68,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::83AAC1BF,,,,BarCallout
QI::B129::ANN-2274c8c2,B129,ANN-2274c8c2,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::210B4209,,,,BarCallout
QI::B129::ANN-7aec78cb,B129,ANN-7aec78cb,4L-Y12@\X100C/C,4L-Y12@\X100C/C,STIRRUP,STIRRUP,4L-Y12@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::210B4209,,,,StirrupNote
QI::B129::ANN-93d94c14,B129,ANN-93d94c14,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::B7F51690,,,,BarCallout
QI::B130::ANN-5c9dfa36,B130,ANN-5c9dfa36,4L-Y10@\X100C/C,4L-Y10@\X100C/C,STIRRUP,STIRRUP,4L-Y10@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::E392283B,,,,StirrupNote
QI::B130::ANN-a6229e18,B130,ANN-a6229e18,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::90EEC91C,,,,BarCallout
QI::B130::ANN-fb2087ef,B130,ANN-fb2087ef,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::E392283B,,,,BarCallout
QI::B133::ANN-36772bbf,B133,ANN-36772bbf,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::12AD900D,,,,BarCallout
QI::B133::ANN-3c28c21d,B133,ANN-3c28c21d,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::3D346C12,,,,BarCallout
QI::B133::ANN-539e6c5f,B133,ANN-539e6c5f,4L-Y8@100/125/100C/C,4L-Y8@100/125/100C/C,STIRRUP,STIRRUP,4L-Y8@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/125/100,,100|125|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::12AD900D,,,,StirrupNote
QI::B133A::ANN-22103cdc,B133A,ANN-22103cdc,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::0F6BE89A,,,,BarCallout
QI::B133A::ANN-4f8e4022,B133A,ANN-4f8e4022,3L-Y10@100/175/100C/C,3L-Y10@100/175/100C/C,STIRRUP,STIRRUP,3L-Y10@100/175/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/175/100,,100|175|100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B133A::ANN-e5f45d29,B133A,ANN-e5f45d29,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::C3A5C932,,,,BarCallout
QI::B134::ANN-8d177bc6,B134,ANN-8d177bc6,4L-Y8@100/125/100C/C,4L-Y8@100/125/100C/C,STIRRUP,STIRRUP,4L-Y8@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/125/100,,100|125|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::A9283BFB,,,,StirrupNote
QI::B134::ANN-92cdfb99,B134,ANN-92cdfb99,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::44D9B105,,,,BarCallout
QI::B134::ANN-da8ba35e,B134,ANN-da8ba35e,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::A9283BFB,,,,BarCallout
QI::B134A::ANN-257f6cd3,B134A,ANN-257f6cd3,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::A825041D,,,,BarCallout
QI::B134A::ANN-84f13ade,B134A,ANN-84f13ade,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::2C0FB2EE,,,,BarCallout
QI::B134A::ANN-876c56c7,B134A,ANN-876c56c7,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::943382A2,,,,BarCallout
QI::B134A::ANN-8ec13e05,B134A,ANN-8ec13e05,4L-Y10@100/125/100C/C,4L-Y10@100/125/100C/C,STIRRUP,STIRRUP,4L-Y10@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/125/100,,100|125|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::943382A2,,,,StirrupNote
QI::B134A::ANN-fc646ee1,B134A,ANN-fc646ee1,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,,,,,BarCallout
QI::B135::ANN-4d4a80b4,B135,ANN-4d4a80b4,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::1DF008FA,,,,BarCallout
QI::B135::ANN-94d2ff7a,B135,ANN-94d2ff7a,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,,,,,BarCallout
QI::B135A::ANN-1bac51e8,B135A,ANN-1bac51e8,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::3D07672F,,,,BarCallout
QI::B135A::ANN-fea851b0,B135A,ANN-fea851b0,4L-Y8@100C/C,4L-Y8@100C/C,STIRRUP,STIRRUP,4L-Y8@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100,100.0,100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::3D07672F,,,,StirrupNote
QI::B136::ANN-499059d4,B136,ANN-499059d4,4L-Y10@100/150/100C/C,4L-Y10@100/150/100C/C,STIRRUP,STIRRUP,4L-Y10@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/150/100,,100|150|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B136::ANN-7f09036b,B136,ANN-7f09036b,6-Y20,6-Y20,LONGITUDINAL_BAR,UNKNOWN,6-Y20,6,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 6, 'd': 20.0, 'expr': '6-Y20'}]",0.9,PASS,,True,LDR::706BCF79,,,,BarCallout
QI::B136::ANN-d552dc04,B136,ANN-d552dc04,6-Y20,6-Y20,LONGITUDINAL_BAR,UNKNOWN,6-Y20,6,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 6, 'd': 20.0, 'expr': '6-Y20'}]",0.9,PASS,,True,LDR::C6C8E1FF,,,,BarCallout
QI::B139::ANN-211806ab,B139,ANN-211806ab,2L-Y8@\X100C/C,2L-Y8@\X100C/C,STIRRUP,STIRRUP,2L-Y8@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::C3F452ED,,,,StirrupNote
QI::B139::ANN-5aeee7ce,B139,ANN-5aeee7ce,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::C3F452ED,,,,BarCallout
QI::B139::ANN-88dd3ec4,B139,ANN-88dd3ec4,5-Y16,5-Y16,LONGITUDINAL_BAR,UNKNOWN,5-Y16,5,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 5, 'd': 16.0, 'expr': '5-Y16'}]",0.9,PASS,,True,LDR::D701E26D,,,,BarCallout
QI::B14::ANN-0be09012,B14,ANN-0be09012,4L-Y10@100/175/100C/C,4L-Y10@100/175/100C/C,STIRRUP,STIRRUP,4L-Y10@100/175/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/175/100,,100|175|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B14::ANN-20d5a28b,B14,ANN-20d5a28b,2-Y12,2-Y12,LONGITUDINAL_BAR,UNKNOWN,2-Y12,2,EXPLICIT,ANNOTATION_TEXT,Y12,12.0,,,,,,COUNT,1,"[{'q': 2, 'd': 12.0, 'expr': '2-Y12'}]",0.9,PASS,,True,LDR::CBE9B827,,,,BarCallout
QI::B14::ANN-5666d987,B14,ANN-5666d987,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::2186B616,,,,BarCallout
QI::B14::ANN-81e0d3bd,B14,ANN-81e0d3bd,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::1CF838FB,,,,BarCallout
QI::B14::ANN-b3f25b87,B14,ANN-b3f25b87,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::A259ED67,,,,BarCallout
QI::B14::ANN-d8745bb5,B14,ANN-d8745bb5,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::498FFA19,,,,BarCallout
QI::B140::ANN-8ab19145,B140,ANN-8ab19145,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::9D94E0C9,,,,BarCallout
QI::B140::ANN-a14bf585,B140,ANN-a14bf585,3L-Y10@100C/C,3L-Y10@100C/C,STIRRUP,STIRRUP,3L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::9D94E0C9,,,,StirrupNote
QI::B141::ANN-2adb0aed,B141,ANN-2adb0aed,5-Y16,5-Y16,LONGITUDINAL_BAR,UNKNOWN,5-Y16,5,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 5, 'd': 16.0, 'expr': '5-Y16'}]",0.9,PASS,,True,LDR::4CA3EC48,,,,BarCallout
QI::B141::ANN-2f359490,B141,ANN-2f359490,4L-Y8@\X100C/C,4L-Y8@\X100C/C,STIRRUP,STIRRUP,4L-Y8@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::4CA3EC48,,,,StirrupNote
QI::B142::ANN-9f09fbe4,B142,ANN-9f09fbe4,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::D7F0B608,,,,BarCallout
QI::B142::ANN-c87aac1e,B142,ANN-c87aac1e,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::7F18573F,,,,BarCallout
QI::B142::ANN-d4d1251b,B142,ANN-d4d1251b,2L-Y8@\X100C/C,2L-Y8@\X100C/C,STIRRUP,STIRRUP,2L-Y8@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::D7F0B608,,,,StirrupNote
QI::B143::ANN-260f3267,B143,ANN-260f3267,2L-Y8@100/150/100C/C,2L-Y8@100/150/100C/C,STIRRUP,STIRRUP,2L-Y8@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/150/100,,100|150|100,2L,2,SPACING_MM,0,[],0.99,PASS,,True,LDR::BA386B72,,,,StirrupNote
QI::B143::ANN-b07af122,B143,ANN-b07af122,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::BA386B72,,,,BarCallout
QI::B143::ANN-f8e9d15b,B143,ANN-f8e9d15b,3L-Y10@\X100C/C,3L-Y10@\X100C/C,STIRRUP,STIRRUP,3L-Y10@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::95DCFB8D,,,,StirrupNote
QI::B143::ANN-fe43656d,B143,ANN-fe43656d,2-Y12,2-Y12,LONGITUDINAL_BAR,UNKNOWN,2-Y12,2,EXPLICIT,ANNOTATION_TEXT,Y12,12.0,,,,,,COUNT,1,"[{'q': 2, 'd': 12.0, 'expr': '2-Y12'}]",0.9,PASS,,True,LDR::A56CE670,,,,BarCallout
QI::B144::ANN-48d936a3,B144,ANN-48d936a3,3L-Y12@\X100C/C,3L-Y12@\X100C/C,STIRRUP,STIRRUP,3L-Y12@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::D3667B61,,,,StirrupNote
QI::B144::ANN-d631ac8a,B144,ANN-d631ac8a,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::D3667B61,,,,BarCallout
QI::B145::ANN-21e8dc49,B145,ANN-21e8dc49,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::577823CA,OWN::B145::11D4C54,,,BarCallout
QI::B147::ANN-b03c8351,B147,ANN-b03c8351,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::4A00BF59,,,,BarCallout
QI::B148::ANN-1bfae9c9,B148,ANN-1bfae9c9,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::ECF76656,,,,BarCallout
QI::B148::ANN-ac76c1cf,B148,ANN-ac76c1cf,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::6BC17CC9,,,,BarCallout
QI::B148::ANN-afe2e48b,B148,ANN-afe2e48b,4L-Y12@100C/C,4L-Y12@100C/C,STIRRUP,STIRRUP,4L-Y12@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y12,12.0,100,100.0,100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::326E5698,,,,StirrupNote
QI::B149::ANN-1018b70d,B149,ANN-1018b70d,2L-Y8@100C/C,2L-Y8@100C/C,STIRRUP,STIRRUP,2L-Y8@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100,100.0,100,2L,2,SPACING_MM,0,[],0.99,PASS,,True,LDR::7A422ADC,OWN::B149::11D4976,,,StirrupNote
QI::B149::ANN-798293c2,B149,ANN-798293c2,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::D591C84B,OWN::B149::11D4975,,,BarCallout
QI::B149::ANN-e7df8c98,B149,ANN-e7df8c98,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::7A422ADC,OWN::B149::11D4976,,,BarCallout
QI::B15::ANN-4e752e62,B15,ANN-4e752e62,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::4A5B63BC,,,,BarCallout
QI::B15::ANN-73b173f0,B15,ANN-73b173f0,2-Y12,2-Y12,LONGITUDINAL_BAR,UNKNOWN,2-Y12,2,EXPLICIT,ANNOTATION_TEXT,Y12,12.0,,,,,,COUNT,1,"[{'q': 2, 'd': 12.0, 'expr': '2-Y12'}]",0.9,PASS,,True,LDR::90E69991,,,,BarCallout
QI::B15::ANN-901151f3,B15,ANN-901151f3,4L-Y8@100/125/100C/C,4L-Y8@100/125/100C/C,STIRRUP,STIRRUP,4L-Y8@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/125/100,,100|125|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B150::ANN-1357090a,B150,ANN-1357090a,2L-Y8@100C/C,2L-Y8@100C/C,STIRRUP,STIRRUP,2L-Y8@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100,100.0,100,2L,2,SPACING_MM,0,[],0.99,PASS,,True,LDR::654B20EF,,,,StirrupNote
QI::B150::ANN-392c487c,B150,ANN-392c487c,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::654B20EF,,,,BarCallout
QI::B152::ANN-5c37a9e9,B152,ANN-5c37a9e9,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,,,,,BarCallout
QI::B152::ANN-684ca8d6,B152,ANN-684ca8d6,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::EC384BA6,,,,BarCallout
QI::B152::ANN-f6048aea,B152,ANN-f6048aea,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::96865685,,,,BarCallout
QI::B153::ANN-45bd742e,B153,ANN-45bd742e,2L-Y8@100/200/100C/C,2L-Y8@100/200/100C/C,STIRRUP,STIRRUP,2L-Y8@100/200/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/200/100,,100|200|100,2L,2,SPACING_MM,0,[],0.99,PASS,,True,LDR::DE6DB2F3,,,,StirrupNote
QI::B153::ANN-925a1f93,B153,ANN-925a1f93,3-Y16,3-Y16,LONGITUDINAL_BAR,UNKNOWN,3-Y16,3,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 3, 'd': 16.0, 'expr': '3-Y16'}]",0.9,PASS,,True,LDR::DE6DB2F3,,,,BarCallout
