intent_id,beam_id,annotation_id,raw_text,normalized_text,semantic_type,reinforcement_role,quantity_expression,quantity_value,quantity_status,quantity_source,diameter_expression,diameter_value_mm,spacing_expression,spacing_value_mm,spacing_values_mm,leg_expression,leg_count,unit,component_count,components_json,confidence,validation_status,validation_reasons,accepted,leader_id,ownership_id,source_handle,evidence_id,chain_semantic_type
QI::B23::ANN-9b61b0cf,B23,ANN-9b61b0cf,4L-Y8@100/125/100C/C,4L-Y8@100/125/100C/C,STIRRUP,STIRRUP,4L-Y8@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/125/100,,100|125|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B23::ANN-fbb93fb6,B23,ANN-fbb93fb6,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::FB2F6FF7,,,,BarCallout
QI::B29::ANN-15af619b,B29,ANN-15af619b,4L-Y12@100C/C,4L-Y12@100C/C,STIRRUP,STIRRUP,4L-Y12@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y12,12.0,100,100.0,100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B29::ANN-3428aa15,B29,ANN-3428aa15,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::F05FF82C,,,,BarCallout
QI::B29::ANN-9baacae0,B29,ANN-9baacae0,4L-Y10@100/150/100C/C,4L-Y10@100/150/100C/C,STIRRUP,STIRRUP,4L-Y10@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/150/100,,100|150|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::58F9C249,,,,StirrupNote
QI::B29::ANN-d5609c23,B29,ANN-d5609c23,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::58F9C249,,,,BarCallout
QI::B29::ANN-d5bc8991,B29,ANN-d5bc8991,4-Y25+2-Y16,4-Y25+2-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y25+2-Y16,,COMPOSITE,ANNOTATION_TEXT,,,,,,,,COUNT,2,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}, {'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::AF84E8A0,,,,BarCallout
QI::B42::ANN-12f50883,B42,ANN-12f50883,4L-Y8@100/150/100C/C,4L-Y8@100/150/100C/C,STIRRUP,STIRRUP,4L-Y8@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/150/100,,100|150|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::98CDF140,,,,StirrupNote
QI::B42::ANN-90856c4f,B42,ANN-90856c4f,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::98CDF140,,,,BarCallout
QI::B42A::ANN-6ec5785a,B42A,ANN-6ec5785a,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::A3948F50,,,,BarCallout
QI::B42A::ANN-7e4138a4,B42A,ANN-7e4138a4,4L-Y8@1100C/C,4L-Y8@1100C/C,STIRRUP,STIRRUP,4L-Y8@1100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,1100,1100.0,1100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::045424D9,,,,StirrupNote
QI::B42A::ANN-81e5886f,B42A,ANN-81e5886f,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::045424D9,,,,BarCallout
QI::B45::ANN-860f17d8,B45,ANN-860f17d8,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::198A93DC,,,,BarCallout
QI::B45::ANN-ad8efd95,B45,ANN-ad8efd95,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::AC6F7486,,,,BarCallout
QI::B45::ANN-e179cf90,B45,ANN-e179cf90,3L-Y10@100C/C,3L-Y10@100C/C,STIRRUP,STIRRUP,3L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::AC6F7486,,,,StirrupNote
QI::B46::ANN-0be8ed3a,B46,ANN-0be8ed3a,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::E549EBD6,,,,BarCallout
QI::B46::ANN-a09ab748,B46,ANN-a09ab748,4L-Y10@\X100/150/100C/C,4L-Y10@\X100/150/100C/C,STIRRUP,STIRRUP,4L-Y10@\X100/150/100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::E549EBD6,,,,StirrupNote
QI::B46::ANN-feb6c17a,B46,ANN-feb6c17a,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::F685FB80,,,,BarCallout
QI::B47::ANN-3dffb98f,B47,ANN-3dffb98f,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::7F56FFAB,,,,BarCallout
QI::B47::ANN-f268d884,B47,ANN-f268d884,4L-Y10@\X100/150/100C/C,4L-Y10@\X100/150/100C/C,STIRRUP,STIRRUP,4L-Y10@\X100/150/100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::7F56FFAB,,,,StirrupNote
QI::B48::ANN-0fd355e6,B48,ANN-0fd355e6,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::3D7FCFFE,,,,BarCallout
QI::B48::ANN-1baa1882,B48,ANN-1baa1882,3L-Y10@100C/C,3L-Y10@100C/C,STIRRUP,STIRRUP,3L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::3D7FCFFE,,,,StirrupNote
QI::B48::ANN-ef6d705b,B48,ANN-ef6d705b,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::AAF03637,,,,BarCallout
QI::B51::ANN-34a39aec,B51,ANN-34a39aec,2-Y25,2-Y25,LONGITUDINAL_BAR,UNKNOWN,2-Y25,2,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 2, 'd': 25.0, 'expr': '2-Y25'}]",0.9,PASS,,True,LDR::6A613764,,,,BarCallout
QI::B51::ANN-8700d0bc,B51,ANN-8700d0bc,2L-Y12@100C/C,2L-Y12@100C/C,STIRRUP,STIRRUP,2L-Y12@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y12,12.0,100,100.0,100,2L,2,SPACING_MM,0,[],0.99,PASS,,True,LDR::F9C15A81,,,,StirrupNote
QI::B51::ANN-bde79e66,B51,ANN-bde79e66,2-Y25,2-Y25,LONGITUDINAL_BAR,UNKNOWN,2-Y25,2,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 2, 'd': 25.0, 'expr': '2-Y25'}]",0.9,PASS,,True,LDR::F9C15A81,,,,BarCallout
QI::B52::ANN-1097a989,B52,ANN-1097a989,2L-Y12@\X100C/C,2L-Y12@\X100C/C,STIRRUP,STIRRUP,2L-Y12@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::CFA9607A,OWN::B52::11CD1B7,,,StirrupNote
QI::B52::ANN-d5ccf308,B52,ANN-d5ccf308,2-Y25,2-Y25,LONGITUDINAL_BAR,UNKNOWN,2-Y25,2,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 2, 'd': 25.0, 'expr': '2-Y25'}]",0.9,PASS,,True,LDR::CFA9607A,OWN::B52::11CD1B7,,,BarCallout
QI::B55::ANN-8a1fa182,B55,ANN-8a1fa182,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::9877245D,,,,BarCallout
QI::B55::ANN-ca36a400,B55,ANN-ca36a400,5-Y16,5-Y16,LONGITUDINAL_BAR,UNKNOWN,5-Y16,5,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 5, 'd': 16.0, 'expr': '5-Y16'}]",0.9,PASS,,True,LDR::66A6DD46,,,,BarCallout
QI::B56::ANN-16e202e7,B56,ANN-16e202e7,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::95EE6003,,,,BarCallout
QI::B56::ANN-591f399d,B56,ANN-591f399d,3L-Y8@100/125/100C/C,3L-Y8@100/125/100C/C,STIRRUP,STIRRUP,3L-Y8@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/125/100,,100|125|100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::95EE6003,,,,StirrupNote
QI::B57::ANN-1805932d,B57,ANN-1805932d,3L-Y10@100/125/100C/C,3L-Y10@100/125/100C/C,STIRRUP,STIRRUP,3L-Y10@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/125/100,,100|125|100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::2247AAC8,,,,StirrupNote
QI::B57::ANN-970f1e8b,B57,ANN-970f1e8b,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::2247AAC8,,,,BarCallout
QI::B58::ANN-1e82f1a6,B58,ANN-1e82f1a6,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::1BD582B9,,,,BarCallout
QI::B58::ANN-a0c82bbe,B58,ANN-a0c82bbe,3L-Y12@\X100C/C,3L-Y12@\X100C/C,STIRRUP,STIRRUP,3L-Y12@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::1BD582B9,,,,StirrupNote
QI::B58::ANN-c7a04160,B58,ANN-c7a04160,Ld,LD,UNKNOWN,UNKNOWN,Ld,,UNRESOLVED,UNRESOLVED,,,,,,,,COUNT,0,[],0.45,PASS,,True,,,,,DevelopmentLength
QI::B59::ANN-1b902b6f,B59,ANN-1b902b6f,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,,,,,BarCallout
QI::B59::ANN-22db906f,B59,ANN-22db906f,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::D7B00193,,,,BarCallout
QI::B59::ANN-5c42e85c,B59,ANN-5c42e85c,3L-Y10@\X100C/C,3L-Y10@\X100C/C,STIRRUP,STIRRUP,3L-Y10@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::EC348315,,,,StirrupNote
QI::B59::ANN-7edbd575,B59,ANN-7edbd575,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::EC348315,,,,BarCallout
QI::B60::ANN-7087d925,B60,ANN-7087d925,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::BD2A352C,,,,BarCallout
QI::B60::ANN-e26a27bf,B60,ANN-e26a27bf,3L-Y8@100C/C,3L-Y8@100C/C,STIRRUP,STIRRUP,3L-Y8@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::BD2A352C,,,,StirrupNote
QI::B60::ANN-ea1c1a20,B60,ANN-ea1c1a20,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::68036D95,,,,BarCallout
QI::B60::ANN-f1183889,B60,ANN-f1183889,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::FCE248AA,,,,BarCallout
QI::B60::ANN-ffd7751d,B60,ANN-ffd7751d,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::D7AA6D95,,,,BarCallout
QI::B61::ANN-3fccd798,B61,ANN-3fccd798,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::F046FCB3,OWN::B61::124906F,,,BarCallout
QI::B61::ANN-4eee59cd,B61,ANN-4eee59cd,3L-Y8@100C/C,3L-Y8@100C/C,STIRRUP,STIRRUP,3L-Y8@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::F046FCB3,OWN::B61::124906F,,,StirrupNote
QI::B63::ANN-58aa9073,B63,ANN-58aa9073,3-Y16,3-Y16,LONGITUDINAL_BAR,UNKNOWN,3-Y16,3,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 3, 'd': 16.0, 'expr': '3-Y16'}]",0.9,PASS,,True,LDR::84E0A9CA,,,,BarCallout
QI::B64::ANN-3d1eff37,B64,ANN-3d1eff37,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::B7E996C1,,,,BarCallout
QI::B64::ANN-81d60aa8,B64,ANN-81d60aa8,4L-Y8@100C/C,4L-Y8@100C/C,STIRRUP,STIRRUP,4L-Y8@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100,100.0,100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::B7E996C1,,,,StirrupNote
QI::B65::ANN-026fe9de,B65,ANN-026fe9de,4L-Y8@100/175/100C/C,4L-Y8@100/175/100C/C,STIRRUP,STIRRUP,4L-Y8@100/175/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/175/100,,100|175|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::84D23FE1,,,,StirrupNote
QI::B65::ANN-4030c60e,B65,ANN-4030c60e,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::84D23FE1,,,,BarCallout
QI::B66::ANN-6cfb6ebe,B66,ANN-6cfb6ebe,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::D4B75F09,,,,BarCallout
QI::B66::ANN-830f2ae1,B66,ANN-830f2ae1,4L-Y8@100/125/100C/C,4L-Y8@100/125/100C/C,STIRRUP,STIRRUP,4L-Y8@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/125/100,,100|125|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::D4B75F09,,,,StirrupNote
QI::B68::ANN-4fdae5ed,B68,ANN-4fdae5ed,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::913D0671,OWN::B68::11CDC9D,,,BarCallout
QI::B68::ANN-530cb330,B68,ANN-530cb330,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::B8B40C4B,OWN::B68::1246335,,,BarCallout
QI::B68::ANN-a149c849,B68,ANN-a149c849,4L-Y8@100/150/100C/C,4L-Y8@100/150/100C/C,STIRRUP,STIRRUP,4L-Y8@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/150/100,,100|150|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::913D0671,OWN::B68::11CDC9D,,,StirrupNote
QI::B68::ANN-d6331e4e,B68,ANN-d6331e4e,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::1F32BBE6,OWN::B68::11CDC9B,,,BarCallout
QI::B68A::ANN-38ec2f0f,B68A,ANN-38ec2f0f,4L-Y10@100/150/100C/C,4L-Y10@100/150/100C/C,STIRRUP,STIRRUP,4L-Y10@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/150/100,,100|150|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::FBC6BCD0,,,,StirrupNote
QI::B68A::ANN-4bf9c9ce,B68A,ANN-4bf9c9ce,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::FAD5917E,,,,BarCallout
QI::B68A::ANN-b52ce7fb,B68A,ANN-b52ce7fb,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::FBC6BCD0,,,,BarCallout
QI::B69::ANN-4ebfc424,B69,ANN-4ebfc424,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::D9A80512,,,,BarCallout
QI::B69::ANN-63aaed34,B69,ANN-63aaed34,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::190EE0EC,,,,BarCallout
QI::B69::ANN-f232eb4f,B69,ANN-f232eb4f,4L-Y8@100/175/100C/C,4L-Y8@100/175/100C/C,STIRRUP,STIRRUP,4L-Y8@100/175/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/175/100,,100|175|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::190EE0EC,,,,StirrupNote
QI::B70::ANN-2f9f6718,B70,ANN-2f9f6718,4L-Y8@100/150/100C/C,4L-Y8@100/150/100C/C,STIRRUP,STIRRUP,4L-Y8@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100/150/100,,100|150|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::76BDBF29,OWN::B70::12465C4,,,StirrupNote
QI::B70A::ANN-0faa43d0,B70A,ANN-0faa43d0,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::0D57D9E9,,,,BarCallout
QI::B70A::ANN-4dca497a,B70A,ANN-4dca497a,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::6B25EF13,,,,BarCallout
QI::B71::ANN-65a3f3f0,B71,ANN-65a3f3f0,4L-Y12@\X100C/C,4L-Y12@\X100C/C,STIRRUP,STIRRUP,4L-Y12@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::F3CC1E31,,,,StirrupNote
QI::B71::ANN-d4dcd6ee,B71,ANN-d4dcd6ee,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::F3CC1E31,,,,BarCallout
QI::B71::ANN-e8fa1fe7,B71,ANN-e8fa1fe7,3L-Y10@\X100C/C,3L-Y10@\X100C/C,STIRRUP,STIRRUP,3L-Y10@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,,,,,StirrupNote
QI::B71::ANN-ea851c67,B71,ANN-ea851c67,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::4F5DE7B0,,,,BarCallout
QI::B72::ANN-10bcb66c,B72,ANN-10bcb66c,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::39CE1A0B,,,,BarCallout
QI::B72::ANN-198f3fef,B72,ANN-198f3fef,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::59C20D9B,,,,BarCallout
QI::B72::ANN-91617cb9,B72,ANN-91617cb9,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::142698EA,,,,BarCallout
QI::B73::ANN-19004f11,B73,ANN-19004f11,4L-Y10@100C/C,4L-Y10@100C/C,STIRRUP,STIRRUP,4L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B73::ANN-9011f2b6,B73,ANN-9011f2b6,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::4EE3550F,OWN::B73::123AA48,,,BarCallout
QI::B74::ANN-0b0dd105,B74,ANN-0b0dd105,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::8BC55B76,,,,BarCallout
