accepted_instance_count,accepted_matches_main,annotation_text,annotation_xy_available,association,beam_id,bottom_object_count,bottom_quantity,context_status,diameter,diameter_conflict_count,eval_stratum,evidence_codes,extra_object_count,hypothetical_decision,leader_geometry_available,longitudinal_coverage,max_repeat_dy,min_object_distance,observed_decision,physical_bar_geometry_available,populated_layer,quantity,quantity_shortfall_count,rejected_matching_populated,role,role_conflict_count,role_gap_reason,role_gap_status,set_key,tip_layer_votes,top_object_count,top_quantity,unique_accepted_spec_count
1,True,"[""3-Y16""]",True,TARGET_BEAM,B128,0,0,CONTEXT_SUPPORTS_CALL,[16],0,DIFFICULT,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""BOTTOM_PROXIMITY"", ""CROSS_LAYER_SEPARATION"", ""LEADER_SEPARATION""]",0,CALL_VISION,True,ROLE_COVERAGE_GAP,0.0,,CALL_VISION,False,TOP,[3],0,False,"[""UNKNOWN""]",0,SINGLE_SPEC_NO_EXTRAS_OR_REJECTED_MATCH,ROLE_GAP_REQUIRES_VISION,Fifth,"[""BOTTOM""]",1,3,1
0,False,"[""2-Y25"", ""2-Y25"", ""2-Y25"", ""2-Y25""]",True,TARGET_BEAM,B137,1,,CONTEXT_SUPPORTS_CALL,"[25, 25, 25, 25]",0,DIFFICULT,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,1314.8524309508502,194.86572010362664,CALL_VISION,True,,"[2, 2, 2, 2]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",1,,0
0,False,"[""5-Y25"", ""5-Y25"", ""5-Y25"", ""5-Y25"", ""5-Y25"", ""5-Y25"", ""5-Y25"", ""5-Y25"", ""5-Y25"", ""4-Y25""]",True,TARGET_BEAM,B139,2,,CONTEXT_SUPPORTS_CALL,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 25]",0,DIFFICULT,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,1714.8524309322238,,CALL_VISION,False,,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""TOP"", ""BOTTOM"", ""TOP"", ""TOP"", ""BOTTOM"", ""TOP"", ""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",5,,0
0,False,"[""4-Y16""]",True,TARGET_BEAM,B145,1,,CONTEXT_AMBIGUOUS,[16],0,DIFFICULT,"[""SEPARATE_CLUSTER"", ""TOP_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,284.4523187892182,CALL_VISION,True,,[4],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""TOP""]",1,,0
4,True,"[""4-Y20"", ""4-Y20"", ""4-Y20"", ""4-Y20"", ""4-Y16"", ""4-Y25""]",True,TARGET_BEAM,B16,0,0,CONTEXT_SUPPORTS_CALL,"[20, 20, 20, 20, 16, 25]",0,DIFFICULT,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SAME_CLUSTER"", ""TOP_PROXIMITY"", ""ZONE_BOUNDARY""]",5,CALL_VISION,True,ROLE_COVERAGE_GAP,1145.8935170173645,496.5172513061928,CALL_VISION,True,TOP,"[4, 4, 4, 4, 4, 4]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,MULTIPLE_ACCEPTED_SPECS,ROLE_GAP_REQUIRES_VISION,Fifth,"[""TOP"", ""BOUNDARY"", ""TOP"", ""BOUNDARY"", ""BOUNDARY"", ""TOP""]",6,24,3
0,False,"[""2-Y12""]",True,TARGET_BEAM,B186,1,,CONTEXT_AMBIGUOUS,[12],0,DIFFICULT,"[""SAME_CLUSTER"", ""ZONE_BOUNDARY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,273.7748200258295,CALL_VISION,True,,[2],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""BOUNDARY""]",1,,0
0,False,"[""3-Y20""]",True,TARGET_BEAM,B58,1,,CONTEXT_AMBIGUOUS,[20],0,DIFFICULT,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""ZONE_BOUNDARY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,,CALL_VISION,False,,[3],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""BOUNDARY""]",3,,0
1,True,"[""3-Y25""]",True,TARGET_BEAM,B62,0,0,CONTEXT_SUPPORTS_SKIP,[25],0,DIFFICULT,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""TOP_PROXIMITY"", ""SPATIAL_MATCH_STRONG""]",2,CALL_VISION,True,ROLE_COVERAGE_GAP,0.0,,CALL_VISION,False,TOP,[3],0,True,"[""UNKNOWN""]",0,MAIN_COVERED_PLUS_EXTRAS_AND_REJECTED_MATCH,ROLE_GAP_DETERMINISTICALLY_EXPLAINED,Fifth,"[""TOP""]",3,9,1
0,False,"[""4-Y32"", ""4-Y25""]",True,TARGET_BEAM,B71,1,,CONTEXT_AMBIGUOUS,"[32, 25]",0,DIFFICULT,"[""SEPARATE_CLUSTER"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,321.9275864241411,CALL_VISION,True,,"[4, 4]",0,False,"[""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""BOTTOM"", ""BOTTOM""]",3,,0
0,False,"[""4-Y20"", ""2-Y16""]",True,TARGET_BEAM,B74,1,,CONTEXT_AMBIGUOUS,"[20, 16]",0,DIFFICULT,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,,CALL_VISION,False,,"[4, 2]",0,False,"[""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""BOTTOM"", ""BOTTOM""]",3,,0
0,False,"[""3-Y16""]",True,TARGET_BEAM,B81,1,,CONTEXT_AMBIGUOUS,[16],0,DIFFICULT,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""ZONE_BOUNDARY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,,CALL_VISION,False,,[3],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""BOUNDARY""]",1,,0
0,False,"[""4-Y25"", ""4-Y25"", ""4-Y25"", ""4-Y25""]",True,TARGET_BEAM,B130,1,,CONTEXT_SUPPORTS_CALL,"[25, 25, 25, 25]",0,DIFFICULT,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,1614.8524309396744,284.22575734425016,CALL_VISION,True,,"[4, 4, 4, 4]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",1,,0
2,True,"[""5-Y16"", ""5-Y20""]",True,TARGET_BEAM,B139,0,0,CONTEXT_SUPPORTS_CALL,"[16, 20]",0,DIFFICULT,"[""ANNOTATION_CLUSTER_SEPARATION"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",2,CALL_VISION,True,ROLE_COVERAGE_GAP,0.0,296.88194091036434,CALL_VISION,True,TOP,"[5, 5]",0,False,"[""UNKNOWN"", ""UNKNOWN""]",0,MULTIPLE_ACCEPTED_SPECS,ROLE_GAP_REQUIRES_VISION,Fourth,"[""TOP"", ""BOTTOM""]",3,15,2
1,True,"[""5-Y16""]",True,TARGET_BEAM,B141,0,0,CONTEXT_SUPPORTS_CALL,[16],0,DIFFICULT,"[""SEPARATE_CLUSTER"", ""BOTTOM_PROXIMITY"", ""CROSS_LAYER_SEPARATION"", ""LEADER_SEPARATION""]",0,CALL_VISION,True,ROLE_COVERAGE_GAP,0.0,373.84386689421245,CALL_VISION,True,TOP,[5],0,False,"[""UNKNOWN""]",0,SINGLE_SPEC_NO_EXTRAS_OR_REJECTED_MATCH,ROLE_GAP_REQUIRES_VISION,Fourth,"[""BOTTOM""]",1,5,1
2,False,"[""4-Y20"", ""2-Y12""]",True,TARGET_BEAM,B143,0,0,CONTEXT_AMBIGUOUS,"[20, 12]",0,DIFFICULT,"[""SAME_CLUSTER"", ""ZONE_BOUNDARY""]",2,CALL_VISION,True,ROLE_COVERAGE_GAP,0.0,512.2519956959432,CALL_VISION,True,TOP,"[4, 2]",0,True,"[""UNKNOWN"", ""UNKNOWN""]",0,MULTIPLE_ACCEPTED_SPECS,ROLE_GAP_REQUIRES_VISION,Fourth,"[""BOUNDARY"", ""BOUNDARY""]",3,9,2
0,False,"[""3-Y25""]",True,TARGET_BEAM,B144,1,,CONTEXT_AMBIGUOUS,[25],0,DIFFICULT,"[""SEPARATE_CLUSTER"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,322.42167171676795,CALL_VISION,True,,[3],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""BOTTOM""]",1,,0
0,False,"[""4-Y16""]",True,TARGET_BEAM,B145,1,,CONTEXT_AMBIGUOUS,[16],0,DIFFICULT,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""TOP_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,,CALL_VISION,False,,[4],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""TOP""]",1,,0
0,False,"[""4-Y16""]",True,TARGET_BEAM,B147,1,,CONTEXT_AMBIGUOUS,[16],0,DIFFICULT,"[""SEPARATE_CLUSTER"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,1266.9032522031202,CALL_VISION,True,,[4],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""BOTTOM""]",1,,0
0,False,"[""2-Y20"", ""2-Y20"", ""2-Y16"", ""2-Y20"", ""2-Y20""]",True,TARGET_BEAM,B17,1,,CONTEXT_SUPPORTS_CALL,"[20, 20, 16, 20, 20]",0,DIFFICULT,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""TOP_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,1140.6028826087713,,CALL_VISION,False,,"[2, 2, 2, 2, 2]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""TOP"", ""TOP"", ""TOP"", ""TOP"", ""TOP""]",3,,0
0,False,"[""5-Y25"", ""5-Y25"", ""5-Y25"", ""5-Y25""]",True,TARGET_BEAM,B178,1,,CONTEXT_SUPPORTS_CALL,"[25, 25, 25, 25]",0,DIFFICULT,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,1014.8524309508502,194.86546456465976,CALL_VISION,True,,"[5, 5, 5, 5]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",1,,0
0,False,"[""4-Y25"", ""4-Y25"", ""4-Y25"", ""4-Y25""]",True,TARGET_BEAM,B186,1,,CONTEXT_SUPPORTS_CALL,"[25, 25, 25, 25]",0,DIFFICULT,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,1614.8524309396744,245.56886888524113,CALL_VISION,True,,"[4, 4, 4, 4]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",1,,0
0,False,"[""4-Y20"", ""4-Y20"", ""4-Y20"", ""4-Y20""]",True,TARGET_BEAM,B46,1,,CONTEXT_SUPPORTS_CALL,"[20, 20, 20, 20]",0,DIFFICULT,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,1014.8524309620261,258.08885100947447,CALL_VISION,True,,"[4, 4, 4, 4]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",1,,0
0,False,"[""4-Y20""]",True,TARGET_BEAM,B47,1,,CONTEXT_AMBIGUOUS,[20],0,DIFFICULT,"[""SEPARATE_CLUSTER"", ""ZONE_BOUNDARY""]",0,CALL_VISION,True,FULLY_COVERED,0.0,339.9016490719792,CALL_VISION,True,,[4],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""BOUNDARY""]",1,,0
1,True,"[""4-Y25""]",True,TARGET_BEAM,B56,0,0,CONTEXT_SUPPORTS_SKIP,[25],0,DIFFICULT,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""TOP_PROXIMITY"", ""SPATIAL_MATCH_STRONG""]",2,CALL_VISION,True,ROLE_COVERAGE_GAP,0.0,,CALL_VISION,False,TOP,[4],0,False,"[""UNKNOWN""]",0,MAIN_COVERED_PLUS_EXTRAS,ROLE_GAP_DETERMINISTICALLY_EXPLAINED,Sixth,"[""TOP""]",3,8,1
0,False,"[""4-Y25"", ""4-Y25"", ""4-Y25"", ""4-Y25"", ""2-Y20"", ""2-Y20"", ""2-Y20"", ""2-Y20""]",True,TARGET_BEAM,B60,1,,CONTEXT_SUPPORTS_CALL,"[25, 25, 25, 25, 20, 20, 20, 20]",0,DIFFICULT,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,1748.3210567923961,325.4961554798749,CALL_VISION,True,,"[4, 4, 4, 4, 2, 2, 2, 2]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Sixth,"[""BOTTOM"", ""TOP"", ""BOTTOM"", ""TOP"", ""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",3,,0
1,True,"[""3-Y25""]",True,TARGET_BEAM,B100,0,0,CONTEXT_AMBIGUOUS,[25],0,NORMAL,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""ZONE_BOUNDARY""]",0,CALL_VISION,True,ROLE_COVERAGE_GAP,0.0,,CALL_VISION,False,TOP,[3],0,False,"[""UNKNOWN""]",0,SINGLE_SPEC_NO_EXTRAS_OR_REJECTED_MATCH,ROLE_GAP_REQUIRES_VISION,Fifth,"[""BOUNDARY""]",1,3,1
0,False,"[""5-Y25"", ""5-Y25"", ""5-Y25"", ""5-Y25""]",True,TARGET_BEAM,B127,1,,CONTEXT_AMBIGUOUS,"[25, 25, 25, 25]",0,NORMAL,"[""REPEATED_SAME_LOCATION"", ""SAME_CLUSTER"", ""ZONE_BOUNDARY""]",0,SKIP_VISION,True,FULLY_COVERED,12.782475590705872,458.9224857196219,SKIP_VISION,True,,"[5, 5, 5, 5]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""BOUNDARY"", ""BOUNDARY"", ""BOUNDARY"", ""BOUNDARY""]",1,,0
0,False,"[""2-Y16"", ""2-Y16"", ""2-Y16"", ""2-Y16""]",True,TARGET_BEAM,B162A,1,,CONTEXT_SUPPORTS_CALL,"[16, 16, 16, 16]",0,NORMAL,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,SKIP_VISION,True,FULLY_COVERED,1114.8524309508502,206.35641154892775,SKIP_VISION,True,,"[2, 2, 2, 2]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",1,,0
2,True,"[""3-Y16"", ""3-Y16"", ""3-Y16"", ""3-Y16""]",True,TARGET_BEAM,B173,0,0,CONTEXT_SUPPORTS_CALL,"[16, 16, 16, 16]",0,NORMAL,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,ROLE_COVERAGE_GAP,1614.8524309508502,284.45200905003185,CALL_VISION,True,TOP,"[3, 3, 3, 3]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,REPEATED_ACCEPTED_WITHOUT_REJECTED_MATCH,ROLE_GAP_REQUIRES_VISION,Fifth,"[""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",1,3,1
0,False,"[""2-Y25"", ""2-Y25"", ""3-Y25"", ""3-Y25"", ""3-Y25"", ""3-Y25"", ""2-Y25"", ""2-Y25"", ""2-Y20""]",True,TARGET_BEAM,B175,5,,CONTEXT_AMBIGUOUS,"[25, 25, 25, 25, 25, 25, 25, 25, 20]",0,NORMAL,"[""REPEATED_SAME_LOCATION"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY""]",0,CALL_VISION,True,FULLY_COVERED,129.55884651094675,141.03896049293743,CALL_VISION,True,,"[2, 2, 3, 3, 3, 3, 2, 2, 2]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""TOP"", ""TOP"", ""TOP"", ""TOP"", ""TOP"", ""TOP"", ""TOP"", ""TOP"", ""TOP""]",1,,0
0,False,"[""5-Y25""]",True,TARGET_BEAM,B191,1,,CONTEXT_AMBIGUOUS,[25],0,NORMAL,"[""SAME_CLUSTER"", ""ZONE_BOUNDARY""]",0,SKIP_VISION,True,FULLY_COVERED,0.0,397.62601124537275,SKIP_VISION,True,,[5],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""BOUNDARY""]",1,,0
0,False,"[""3-Y20""]",True,TARGET_BEAM,B94,1,,CONTEXT_AMBIGUOUS,[20],0,NORMAL,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""BOTTOM_PROXIMITY""]",0,SKIP_VISION,True,FULLY_COVERED,0.0,,SKIP_VISION,False,,[3],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""BOTTOM""]",1,,0
0,False,"[""4-Y20""]",True,TARGET_BEAM,B97,1,,CONTEXT_AMBIGUOUS,[20],0,NORMAL,"[""SEPARATE_CLUSTER"", ""BOTTOM_PROXIMITY""]",0,SKIP_VISION,True,FULLY_COVERED,0.0,374.3317567250442,SKIP_VISION,True,,[4],0,False,"[""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fifth,"[""BOTTOM""]",1,,0
1,True,"[""3-Y20""]",True,TARGET_BEAM,B101,0,0,CONTEXT_SUPPORTS_SKIP,[20],0,NORMAL,"[""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""SPATIAL_MATCH_STRONG""]",2,SKIP_VISION,True,ROLE_COVERAGE_GAP,0.0,320.4340989213662,SKIP_VISION,True,TOP,[3],0,False,"[""UNKNOWN""]",0,MAIN_COVERED_PLUS_EXTRAS,ROLE_GAP_DETERMINISTICALLY_EXPLAINED,Fourth,"[""TOP""]",3,9,1
2,True,"[""3-Y20"", ""3-Y16""]",True,TARGET_BEAM,B102,0,0,CONTEXT_AMBIGUOUS,"[20, 16]",0,NORMAL,"[""ANNOTATION_CLUSTER_SEPARATION"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""SPATIAL_MATCH_STRONG""]",2,CALL_VISION,True,ROLE_COVERAGE_GAP,0.0,394.6551426222364,CALL_VISION,True,TOP,"[3, 3]",0,False,"[""UNKNOWN"", ""UNKNOWN""]",0,MULTIPLE_ACCEPTED_SPECS,ROLE_GAP_REQUIRES_VISION,Fourth,"[""TOP"", ""TOP""]",3,9,2
0,False,"[""5-Y20"", ""5-Y20"", ""5-Y20"", ""5-Y20"", ""5-Y20"", ""5-Y20"", ""5-Y20"", ""5-Y20"", ""5-Y20""]",True,TARGET_BEAM,B152,1,,CONTEXT_SUPPORTS_CALL,"[20, 20, 20, 20, 20, 20, 20, 20, 20]",0,NORMAL,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,SKIP_VISION,True,FULLY_COVERED,1008.9312192797661,283.68487583997,SKIP_VISION,True,,"[5, 5, 5, 5, 5, 5, 5, 5, 5]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,NOT_ROLE_COVERAGE_GAP,ROLE_GAP_NOT_APPLICABLE,Fourth,"[""BOTTOM"", ""TOP"", ""TOP"", ""BOTTOM"", ""TOP"", ""TOP"", ""BOTTOM"", ""TOP"", ""TOP""]",1,,0
2,True,"[""3-Y16"", ""3-Y16"", ""3-Y16"", ""3-Y16""]",True,TARGET_BEAM,B170,0,0,CONTEXT_SUPPORTS_CALL,"[16, 16, 16, 16]",0,NORMAL,"[""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""SEPARATE_CLUSTER"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,ROLE_COVERAGE_GAP,1014.8524309508502,295.45067270061145,CALL_VISION,True,TOP,"[3, 3, 3, 3]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,REPEATED_ACCEPTED_WITHOUT_REJECTED_MATCH,ROLE_GAP_REQUIRES_VISION,Fourth,"[""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",1,3,1
1,True,"[""3-Y16""]",True,TARGET_BEAM,B173,0,0,CONTEXT_SUPPORTS_CALL,[16],0,NORMAL,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""BOTTOM_PROXIMITY"", ""CROSS_LAYER_SEPARATION"", ""LEADER_SEPARATION""]",0,CALL_VISION,True,ROLE_COVERAGE_GAP,0.0,,CALL_VISION,False,TOP,[3],0,False,"[""UNKNOWN""]",0,SINGLE_SPEC_NO_EXTRAS_OR_REJECTED_MATCH,ROLE_GAP_REQUIRES_VISION,Fourth,"[""BOTTOM""]",1,3,1
2,True,"[""4-Y16"", ""4-Y16"", ""4-Y16"", ""4-Y16""]",True,TARGET_BEAM,B174,0,0,CONTEXT_SUPPORTS_CALL,"[16, 16, 16, 16]",0,NORMAL,"[""NO_PHYSICAL_BAR_GEOMETRY"", ""REPEATED_SEPARATE_LOCATION"", ""ANNOTATION_CLUSTER_SEPARATION"", ""SPATIAL_SEPARATION_STRONG"", ""TOP_PROXIMITY"", ""BOTTOM_PROXIMITY""]",0,CALL_VISION,True,ROLE_COVERAGE_GAP,1114.8524309396744,,CALL_VISION,False,TOP,"[4, 4, 4, 4]",0,False,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]",0,REPEATED_ACCEPTED_WITHOUT_REJECTED_MATCH,ROLE_GAP_REQUIRES_VISION,Fourth,"[""TOP"", ""BOTTOM"", ""TOP"", ""BOTTOM""]",1,4,1
