beam_id,gt_bar_id,gt_description,dxf_entity_found,dxf_entity_handle,dxf_entity_type,physical_bar_detected,physical_bar_id,owned_by_correct_beam,owner_beam_id,annotation_found,annotation_id,leader_found,leader_id,leader_chain_valid,role_correct,gt_role,model_role,diameter_correct,gt_diameter,model_diameter,quantity_correct,gt_quantity,model_quantity,engineering_object_found,engineering_object_id,vb1_consumed,steel_contribution_correct,first_failure_stage,failure_reason,confidence
B100,GT::B100::0000::TOP_MAIN,Top bars,True,11D043C,LINE,True,BAR::SYN::B100::11D043C,True,B100,True,ANN-655eb304,True,LDR::E8A36960,True,True,TOP_MAIN,TOP_MAIN,False,16,20,True,3.0,3.0,True,R13-B100-TOP_MAIN-0690c1,True,False,DIAMETER_RESOLUTION,excel_wrong_diameter,HIGH
B100,GT::B100::0001::TOP_EXTRA,Top bars -extra,True,11D043C,LINE,True,BAR::SYN::B100::11D043C,True,B100,True,ANN-655eb304,True,LDR::E8A36960,True,True,TOP_EXTRA,TOP_EXTRA,False,25,16,True,3.0,3.0,True,R13-B100-TOP_EXTRA-96a3cf,True,False,DIAMETER_RESOLUTION,excel_wrong_diameter,HIGH
B100,GT::B100::0002::TOP_EXTRA,Top bars -extra,True,11D043C,LINE,True,BAR::SYN::B100::11D043C,True,B100,True,ANN-655eb304,True,LDR::E8A36960,True,True,TOP_EXTRA,TOP_EXTRA,True,16,16,True,3.0,3.0,True,R13-B100-TOP_EXTRA-96a3cf,True,False,NO_FAILURE,excel_semantic_match,HIGH
B100,GT::B100::0003::BOTTOM_MAIN,Bottom bars,True,11D043C,LINE,True,BAR::SYN::B100::11D043C,True,B100,True,ANN-655eb304,True,LDR::E8A36960,True,False,BOTTOM_MAIN,UNKNOWN,False,20,UNKNOWN,False,3.0,0.0,False,UNKNOWN,False,False,ROLE_RESOLUTION,role_missing_role,HIGH
B100,GT::B100::0004::STIRRUP,Stirupps,True,11D043C,LINE,True,BAR::SYN::B100::11D043C,True,B100,True,ANN-29f62939,False,UNKNOWN,False,True,STIRRUP,STIRRUP,True,10,10,True,40.0,40.0,True,R13-B100-STIRRUP-ba9e2e,True,False,NO_FAILURE,excel_semantic_match,HIGH
B100,GT::B100::0005::STIRRUP_HOOK,C - Hook,True,11D043C,LINE,True,BAR::SYN::B100::11D043C,True,B100,True,ANN-29f62939,False,UNKNOWN,False,True,STIRRUP_HOOK,STIRRUP,True,10,10,True,40.0,40.0,True,R13-B100-STIRRUP-ba9e2e,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B100,GT::B100::0006::SPACER_BAR,Spacer bars,True,11D043C,LINE,True,BAR::SYN::B100::11D043C,True,B100,True,ANN-29f62939,False,UNKNOWN,False,True,SPACER_BAR,SPACER_BAR,True,25,25,False,5.0,2.0,True,R13-B100-SPACER_BAR-b87891,True,False,QUANTITY_RESOLUTION,excel_wrong_quantity,HIGH
B100A,GT::B100A::0000::TOP_MAIN,Top bars,True,1248205,LINE,True,BAR::2EDE9A87,True,B100A,True,ANN-13582c44,True,LDR::8A54B888,False,True,TOP_MAIN,TOP_MAIN,True,25,25,True,4.0,4.0,True,R13-B100A-TOP_MAIN-bee00a,True,False,NO_FAILURE,excel_semantic_match,HIGH
B100A,GT::B100A::0001::BOTTOM_MAIN,Bottom bars,True,1248205,LINE,True,BAR::2EDE9A87,True,B100A,True,ANN-13582c44,True,LDR::8A54B888,False,False,BOTTOM_MAIN,UNKNOWN,False,25,UNKNOWN,False,4.0,0.0,False,UNKNOWN,False,False,LEADER_CHAIN,leader_wrong_target,MEDIUM
B100A,GT::B100A::0002::STIRRUP,Stirupps,True,1248205,LINE,True,BAR::2EDE9A87,True,B100A,True,ANN-13582c44,True,LDR::8A54B888,True,True,STIRRUP,STIRRUP,True,10,10,False,21.0,30.0,True,R13-B100A-STIRRUP-f08949,True,False,QUANTITY_RESOLUTION,excel_wrong_quantity,HIGH
B100A,GT::B100A::0003::STIRRUP,Stirupps,True,1248205,LINE,True,BAR::2EDE9A87,True,B100A,True,ANN-13582c44,True,LDR::8A54B888,True,True,STIRRUP,STIRRUP,True,10,10,False,8.0,30.0,True,R13-B100A-STIRRUP-f08949,False,False,QUANTITY_RESOLUTION,quantity_overcount,HIGH
B100A,GT::B100A::0004::STIRRUP_HOOK,C - Hook,True,1248205,LINE,True,BAR::2EDE9A87,True,B100A,True,ANN-13582c44,True,LDR::8A54B888,True,True,STIRRUP_HOOK,STIRRUP,True,10,10,False,21.0,30.0,True,R13-B100A-STIRRUP-f08949,False,False,QUANTITY_RESOLUTION,quantity_overcount,HIGH
B100A,GT::B100A::0005::STIRRUP_HOOK,C - Hook,True,1248205,LINE,True,BAR::2EDE9A87,True,B100A,True,ANN-13582c44,True,LDR::8A54B888,True,True,STIRRUP_HOOK,STIRRUP,True,10,10,False,8.0,30.0,True,R13-B100A-STIRRUP-f08949,False,False,QUANTITY_RESOLUTION,quantity_overcount,HIGH
B101,GT::B101::0000::TOP_MAIN,Top bars,True,11D0423,LINE,True,BAR::SYN::B101::11D0423,True,B101,True,ANN-80ac063f,True,LDR::76A1C107,True,True,TOP_MAIN,TOP_MAIN,False,16,20,True,3.0,3.0,True,R13-B101-TOP_MAIN-0fbf87,True,False,DIAMETER_RESOLUTION,excel_wrong_diameter,HIGH
B101,GT::B101::0001::TOP_EXTRA,Top bars -extra,True,11D0423,LINE,True,BAR::SYN::B101::11D0423,True,B101,True,ANN-80ac063f,True,LDR::76A1C107,True,True,TOP_EXTRA,TOP_EXTRA,True,16,16,True,3.0,3.0,True,R13-B101-TOP_EXTRA-2011a0,True,False,NO_FAILURE,excel_semantic_match,HIGH
B101,GT::B101::0002::TOP_EXTRA,Top bars -extra,True,11D0423,LINE,True,BAR::SYN::B101::11D0423,True,B101,True,ANN-80ac063f,True,LDR::76A1C107,True,True,TOP_EXTRA,TOP_EXTRA,True,16,16,True,3.0,3.0,True,R13-B101-TOP_EXTRA-2011a0,True,False,NO_FAILURE,excel_semantic_match,HIGH
B101,GT::B101::0003::BOTTOM_MAIN,Bottom bars,True,11D0423,LINE,True,BAR::SYN::B101::11D0423,True,B101,True,ANN-80ac063f,True,LDR::76A1C107,True,False,BOTTOM_MAIN,UNKNOWN,False,20,UNKNOWN,False,3.0,0.0,False,UNKNOWN,False,False,ROLE_RESOLUTION,role_missing_role,HIGH
B101,GT::B101::0004::STIRRUP,Stirupps,True,11D0423,LINE,True,BAR::SYN::B101::11D0423,True,B101,True,ANN-d8c2de5e,False,UNKNOWN,False,True,STIRRUP,STIRRUP,True,10,10,True,33.0,33.0,True,R13-B101-STIRRUP-7684f8,True,False,NO_FAILURE,excel_semantic_match,HIGH
B101,GT::B101::0005::STIRRUP_HOOK,C - Hook,True,11D0423,LINE,True,BAR::SYN::B101::11D0423,True,B101,True,ANN-d8c2de5e,False,UNKNOWN,False,True,STIRRUP_HOOK,STIRRUP,True,10,10,True,33.0,33.0,True,R13-B101-STIRRUP-7684f8,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101,GT::B101::0006::SPACER_BAR,Spacer bars,True,11D0423,LINE,True,BAR::SYN::B101::11D0423,True,B101,True,ANN-d8c2de5e,False,UNKNOWN,False,True,SPACER_BAR,SPACER_BAR,True,25,25,False,4.0,2.0,True,R13-B101-SPACER_BAR-8b3f8e,True,False,QUANTITY_RESOLUTION,excel_wrong_quantity,HIGH
B101A,GT::B101A::0000::TOP_MAIN,Top bars,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-e67412bd,False,UNKNOWN,False,True,TOP_MAIN,TOP_MAIN,True,25,25,True,4.0,4.0,True,R13-B101A-TOP_MAIN-32c57b,True,True,NO_FAILURE,excel_semantic_match,HIGH
B101A,GT::B101A::0001::BOTTOM_MAIN,Bottom bars,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-e67412bd,False,UNKNOWN,False,False,BOTTOM_MAIN,UNKNOWN,False,25,UNKNOWN,False,4.0,0.0,False,UNKNOWN,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0002::STIRRUP,Stirupps,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,True,STIRRUP,STIRRUP,True,10,10,False,21.0,29.0,True,R13-B101A-STIRRUP-22298b,True,False,QUANTITY_RESOLUTION,excel_wrong_quantity,HIGH
B101A,GT::B101A::0003::STIRRUP,Stirupps,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,True,STIRRUP,STIRRUP,True,10,10,False,8.0,29.0,True,R13-B101A-STIRRUP-22298b,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0004::STIRRUP_HOOK,C - Hook,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,True,STIRRUP_HOOK,STIRRUP,True,10,10,False,21.0,29.0,True,R13-B101A-STIRRUP-22298b,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0005::STIRRUP_HOOK,C - Hook,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,True,STIRRUP_HOOK,STIRRUP,True,10,10,False,8.0,29.0,True,R13-B101A-STIRRUP-22298b,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0006::UNKNOWN,RB143,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,False,UNKNOWN,UNKNOWN,False,1,UNKNOWN,False,0.45,0.0,False,UNKNOWN,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0007::TOP_MAIN,Top bars,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-e67412bd,False,UNKNOWN,False,True,TOP_MAIN,TOP_MAIN,False,20,25,True,4.0,4.0,True,R13-B101A-TOP_MAIN-32c57b,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0008::BOTTOM_MAIN,Bottom bars,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-e67412bd,False,UNKNOWN,False,False,BOTTOM_MAIN,UNKNOWN,False,20,UNKNOWN,False,4.0,0.0,False,UNKNOWN,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0009::TOP_EXTRA,Top bars - extra,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,False,TOP_EXTRA,UNKNOWN,False,12,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0010::STIRRUP,Stirupps,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,True,STIRRUP,STIRRUP,False,8,10,False,41.0,29.0,True,R13-B101A-STIRRUP-22298b,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0011::STIRRUP,Stirupps,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,True,STIRRUP,STIRRUP,False,8,10,False,15.0,29.0,True,R13-B101A-STIRRUP-22298b,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0012::STIRRUP_HOOK,C - Hook,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,True,STIRRUP_HOOK,STIRRUP,False,8,10,False,41.0,29.0,True,R13-B101A-STIRRUP-22298b,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B101A,GT::B101A::0013::STIRRUP_HOOK,C - Hook,True,12481DA,LINE,True,BAR::SYN::B101A::12481DA,True,B101A,True,ANN-bfa9b021,False,UNKNOWN,False,True,STIRRUP_HOOK,STIRRUP,False,8,10,False,15.0,29.0,True,R13-B101A-STIRRUP-22298b,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B102,GT::B102::0000::TOP_MAIN,Top bars,True,1246B43,LINE,True,BAR::SYN::B102::1246B43,True,B102,True,ANN-4cd6f72d,False,UNKNOWN,False,True,TOP_MAIN,TOP_MAIN,False,16,20,True,3.0,3.0,True,R13-B102-TOP_MAIN-ac532f,True,False,DIAMETER_RESOLUTION,excel_wrong_diameter,HIGH
B102,GT::B102::0001::TOP_EXTRA,Top bars -extra,True,1246B43,LINE,True,BAR::SYN::B102::1246B43,True,B102,True,ANN-4cd6f72d,False,UNKNOWN,False,True,TOP_EXTRA,TOP_EXTRA,True,16,16,True,3.0,3.0,True,R13-B102-TOP_EXTRA-3a93f5,True,False,NO_FAILURE,excel_semantic_match,HIGH
B102,GT::B102::0002::TOP_EXTRA,Top bars -extra,True,1246B43,LINE,True,BAR::SYN::B102::1246B43,True,B102,True,ANN-4cd6f72d,False,UNKNOWN,False,True,TOP_EXTRA,TOP_EXTRA,True,16,16,True,3.0,3.0,True,R13-B102-TOP_EXTRA-3a93f5,True,False,NO_FAILURE,excel_semantic_match,HIGH
B102,GT::B102::0003::BOTTOM_MAIN,Bottom bars,True,1246B43,LINE,True,BAR::SYN::B102::1246B43,True,B102,True,ANN-4b59ff37,True,LDR::B2D4C826,True,False,BOTTOM_MAIN,UNKNOWN,False,20,UNKNOWN,False,3.0,0.0,False,UNKNOWN,False,False,ROLE_RESOLUTION,role_missing_role,HIGH
B102,GT::B102::0004::STIRRUP,Stirupps,True,1246B43,LINE,True,BAR::SYN::B102::1246B43,True,B102,True,ANN-030581f0,False,UNKNOWN,False,True,STIRRUP,STIRRUP,True,10,10,True,30.0,31.0,True,R13-B102-STIRRUP-600778,True,True,NO_FAILURE,excel_semantic_match,HIGH
B102,GT::B102::0005::STIRRUP_HOOK,C - Hook,True,1246B43,LINE,True,BAR::SYN::B102::1246B43,True,B102,True,ANN-030581f0,False,UNKNOWN,False,True,STIRRUP_HOOK,STIRRUP,True,10,10,True,30.0,31.0,True,R13-B102-STIRRUP-600778,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B102,GT::B102::0006::SPACER_BAR,Spacer bars,True,1246B43,LINE,True,BAR::SYN::B102::1246B43,True,B102,True,ANN-030581f0,False,UNKNOWN,False,True,SPACER_BAR,SPACER_BAR,True,25,25,False,5.0,2.0,True,R13-B102-SPACER_BAR-90641b,True,False,QUANTITY_RESOLUTION,excel_wrong_quantity,HIGH
B103,GT::B103::0000::TOP_MAIN,Top bars,True,1246B75,LINE,True,BAR::AD34E854,True,B103,True,ANN-19a711d6,True,LDR::22591B27,False,True,TOP_MAIN,TOP_MAIN,False,16,20,True,3.0,3.0,True,R13-B103-TOP_MAIN-9488a1,True,False,DIAMETER_RESOLUTION,excel_wrong_diameter,HIGH
B103,GT::B103::0001::TOP_EXTRA,Top bars -extra,True,1246B75,LINE,True,BAR::AD34E854,True,B103,True,ANN-19a711d6,True,LDR::22591B27,False,True,TOP_EXTRA,TOP_EXTRA,True,16,16,True,3.0,3.0,True,R13-B103-TOP_EXTRA-78ff95,True,False,NO_FAILURE,excel_semantic_match,HIGH
B103,GT::B103::0002::BOTTOM_MAIN,Bottom bars,True,1246B75,LINE,True,BAR::AD34E854,True,B103,True,ANN-8e897f60,True,LDR::D2A8FCE1,False,True,BOTTOM_MAIN,BOTTOM_MAIN,True,20,20,False,3.0,5.0,True,R13-B103-BOTTOM_MAIN-68f6b2,True,False,QUANTITY_RESOLUTION,excel_wrong_quantity,HIGH
B103,GT::B103::0003::STIRRUP,Stirupps,True,1246B75,LINE,True,BAR::AD34E854,True,B103,True,ANN-6d8bbdf4,False,UNKNOWN,False,True,STIRRUP,STIRRUP,True,10,10,True,30.0,30.0,True,R13-B103-STIRRUP-61e98a,True,False,NO_FAILURE,excel_semantic_match,HIGH
B103,GT::B103::0004::STIRRUP_HOOK,C - Hook,True,1246B75,LINE,True,BAR::AD34E854,True,B103,True,ANN-6d8bbdf4,False,UNKNOWN,False,True,STIRRUP_HOOK,STIRRUP,True,10,10,True,30.0,30.0,True,R13-B103-STIRRUP-61e98a,False,False,LEADER_CHAIN,leader_broken_chain,MEDIUM
B103,GT::B103::0005::SPACER_BAR,Spacer bars,True,1246B75,LINE,True,BAR::AD34E854,True,B103,True,ANN-6d8bbdf4,False,UNKNOWN,False,True,SPACER_BAR,SPACER_BAR,True,25,25,False,1.0,2.0,True,R13-B103-SPACER_BAR-189a12,True,False,QUANTITY_RESOLUTION,excel_wrong_quantity,HIGH
B104,GT::B104::0000::TOP_MAIN,Top bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,TOP_MAIN,UNKNOWN,False,25,UNKNOWN,False,4.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B104,GT::B104::0001::TOP_EXTRA,Top bars -extra,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,TOP_EXTRA,UNKNOWN,False,16,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B104,GT::B104::0002::TOP_EXTRA,Top bars -extra,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,TOP_EXTRA,UNKNOWN,False,20,UNKNOWN,False,4.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B104,GT::B104::0003::BOTTOM_MAIN,Bottom bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,BOTTOM_MAIN,UNKNOWN,False,25,UNKNOWN,False,4.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B104,GT::B104::0004::STIRRUP,Stirupps,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP,UNKNOWN,False,12,UNKNOWN,False,65.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B104,GT::B104::0005::STIRRUP_HOOK,C - Hook,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP_HOOK,UNKNOWN,False,12,UNKNOWN,False,65.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B104,GT::B104::0006::SPACER_BAR,Spacer bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,SPACER_BAR,UNKNOWN,False,25,UNKNOWN,False,4.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B117,GT::B117::0000::TOP_MAIN,Top bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,TOP_MAIN,UNKNOWN,False,25,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B117,GT::B117::0001::TOP_EXTRA,Top bars -extra,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,TOP_EXTRA,UNKNOWN,False,20,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B117,GT::B117::0002::TOP_EXTRA,Top bars -extra,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,TOP_EXTRA,UNKNOWN,False,25,UNKNOWN,False,4.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B117,GT::B117::0003::BOTTOM_MAIN,Bottom bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,BOTTOM_MAIN,UNKNOWN,False,25,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B117,GT::B117::0004::BOTTOM_EXTRA,Bottom bars - extra,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,BOTTOM_EXTRA,UNKNOWN,False,20,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B117,GT::B117::0005::BOTTOM_EXTRA,Bottom bars - extra,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,BOTTOM_EXTRA,UNKNOWN,False,25,UNKNOWN,False,3.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B117,GT::B117::0006::STIRRUP,Stirupps,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP,UNKNOWN,False,10,UNKNOWN,False,29.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B117,GT::B117::0007::STIRRUP_HOOK,C - Hook,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP_HOOK,UNKNOWN,False,10,UNKNOWN,False,29.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B117,GT::B117::0008::SPACER_BAR,Spacer bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,SPACER_BAR,UNKNOWN,False,25,UNKNOWN,False,4.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B118,GT::B118::0000::TOP_MAIN,Top bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,TOP_MAIN,UNKNOWN,False,25,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B118,GT::B118::0001::TOP_EXTRA,Top bars -extra,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,TOP_EXTRA,UNKNOWN,False,20,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B118,GT::B118::0002::BOTTOM_MAIN,Bottom bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,BOTTOM_MAIN,UNKNOWN,False,25,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B118,GT::B118::0003::BOTTOM_EXTRA,Bottom bars - extra,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,BOTTOM_EXTRA,UNKNOWN,False,20,UNKNOWN,False,2.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B118,GT::B118::0004::STIRRUP,Stirupps,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP,UNKNOWN,False,12,UNKNOWN,False,18.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B118,GT::B118::0005::STIRRUP,Stirupps,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP,UNKNOWN,False,12,UNKNOWN,False,8.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B118,GT::B118::0006::STIRRUP_HOOK,C - Hook,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP_HOOK,UNKNOWN,False,12,UNKNOWN,False,18.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B118,GT::B118::0007::STIRRUP_HOOK,C - Hook,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP_HOOK,UNKNOWN,False,12,UNKNOWN,False,8.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B118,GT::B118::0000::TOP_MAIN,Top bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,TOP_MAIN,UNKNOWN,False,20,UNKNOWN,False,5.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B118,GT::B118::0001::BOTTOM_MAIN,Bottom bars,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,BOTTOM_MAIN,UNKNOWN,False,25,UNKNOWN,False,5.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B118,GT::B118::0002::BOTTOM_EXTRA,Bottom bars - extra,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,BOTTOM_EXTRA,UNKNOWN,False,20,UNKNOWN,False,3.0,0.0,False,UNKNOWN,False,False,DXF_GEOMETRY,no_dxf_geometry_for_beam_role,MEDIUM
B118,GT::B118::0003::STIRRUP,Stirupps,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP,UNKNOWN,False,10,UNKNOWN,False,43.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B118,GT::B118::0004::STIRRUP,Stirupps,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP,UNKNOWN,False,10,UNKNOWN,False,16.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
B118,GT::B118::0005::STIRRUP_HOOK,C - Hook,False,UNKNOWN,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,UNKNOWN,False,False,STIRRUP_HOOK,UNKNOWN,False,10,UNKNOWN,False,43.0,0.0,False,UNKNOWN,False,False,PHYSICAL_BAR_DETECTION,no_physical_bar_or_text_primary_evidence,MEDIUM
