beam_id,beam_present,reinforcement_present,annotation_present,leader_present,leader_chain_complete,evidence_clipped,neighbour_ambiguity,crop_qa_overall,expanded,pipeline_annotation_coverage_pct,pipeline_leader_coverage_pct,pipeline_reinforcement_coverage_pct,gt_bar_count,gt_reinforcement_evidence_present,engineering_crop,evidence_overlay
B59,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,6,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B59\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B59\evidence_overlay.png
B60,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,7,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B60\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B60\evidence_overlay.png
B61,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,7,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B61\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B61\evidence_overlay.png
B63,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,8,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B63\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B63\evidence_overlay.png
B64,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,6,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B64\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B64\evidence_overlay.png
B65,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,8,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B65\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B65\evidence_overlay.png
B66,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,6,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B66\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B66\evidence_overlay.png
B68,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,8,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B68\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B68\evidence_overlay.png
B68A,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,9,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B68A\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B68A\evidence_overlay.png
B69,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,8,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B69\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B69\evidence_overlay.png
B70,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,8,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B70\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B70\evidence_overlay.png
B70A,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,9,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B70A\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B70A\evidence_overlay.png
B71,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B71\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B71\evidence_overlay.png
B72,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B72\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B72\evidence_overlay.png
B73,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B73\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B73\evidence_overlay.png
B74,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,9,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B74\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B74\evidence_overlay.png
B75,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,9,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B75\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B75\evidence_overlay.png
B76,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,9,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B76\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B76\evidence_overlay.png
B77,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B77\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B77\evidence_overlay.png
B78,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,6,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B78\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B78\evidence_overlay.png
B79,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B79\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B79\evidence_overlay.png
B80,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,8,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B80\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B80\evidence_overlay.png
B81,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,0,False,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B81\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B81\evidence_overlay.png
B82,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B82\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B82\evidence_overlay.png
B83,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B83\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B83\evidence_overlay.png
B85,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B85\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B85\evidence_overlay.png
B86,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B86\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B86\evidence_overlay.png
B88,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B88\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B88\evidence_overlay.png
B89,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B89\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B89\evidence_overlay.png
B91,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B91\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B91\evidence_overlay.png
B92,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B92\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B92\evidence_overlay.png
B93,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B93\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B93\evidence_overlay.png
B94,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B94\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B94\evidence_overlay.png
B96,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,10,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B96\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B96\evidence_overlay.png
B96A,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B96A\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B96A\evidence_overlay.png
B97,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,9,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B97\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B97\evidence_overlay.png
B97A,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B97A\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B97A\evidence_overlay.png
B98,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,6,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B98\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B98\evidence_overlay.png
B98A,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B98A\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B98A\evidence_overlay.png
B99,True,True,True,True,True,False,False,PASS,True,100.0,100.0,100.0,7,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B99\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B99\evidence_overlay.png
B99A,True,True,True,True,False,False,False,PARTIAL,True,100.0,100.0,100.0,4,True,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B99A\engineering_crop.png,C:\Users\nishanth.h\SteelBeamEstimator\Version10\data\output\PhaseP250_beam_evidence_crop_qa\beams\B99A\evidence_overlay.png
